3.395900E+2	1.165567E+3	3.012327E+3
3.394050E+2	1.166208E+3	3.005226E+3
3.392894E+2	1.166897E+3	2.997800E+3
3.392762E+2	1.167525E+3	2.991932E+3
3.392575E+2	1.168211E+3	2.985460E+3
3.394480E+2	1.168897E+3	2.979318E+3
3.392727E+2	1.169496E+3	2.973986E+3
3.391036E+2	1.170170E+3	2.968449E+3
3.392360E+2	1.170856E+3	2.964001E+3
3.393801E+2	1.171419E+3	2.959224E+3
3.392661E+2	1.172098E+3	2.954441E+3
3.390673E+2	1.172727E+3	2.950771E+3
3.391790E+2	1.173295E+3	2.947949E+3
3.392265E+2	1.173928E+3	2.944172E+3
3.391127E+2	1.174504E+3	2.940642E+3
3.388250E+2	1.175103E+3	2.938123E+3
3.389417E+2	1.175755E+3	2.935843E+3
3.391493E+2	1.176340E+3	2.932807E+3
3.388571E+2	1.176985E+3	2.931579E+3
3.385951E+2	1.177539E+3	2.929300E+3
3.388899E+2	1.178106E+3	2.927998E+3
3.386249E+2	1.178615E+3	2.926297E+3
3.388898E+2	1.179272E+3	2.925448E+3
3.386156E+2	1.179726E+3	2.924289E+3
3.385882E+2	1.180345E+3	2.924042E+3
3.383803E+2	1.180922E+3	2.923727E+3
3.384195E+2	1.181350E+3	2.922799E+3
3.382636E+2	1.181941E+3	2.923542E+3
3.383438E+2	1.182561E+3	2.923094E+3
3.381336E+2	1.182967E+3	2.923849E+3
3.381507E+2	1.183538E+3	2.924106E+3
3.378522E+2	1.184075E+3	2.924471E+3
3.379149E+2	1.184612E+3	2.926337E+3
3.378059E+2	1.185075E+3	2.927488E+3
3.377245E+2	1.185542E+3	2.928646E+3
3.377083E+2	1.186105E+3	2.929688E+3
3.378379E+2	1.186558E+3	2.931133E+3
3.375674E+2	1.187031E+3	2.932561E+3
3.378239E+2	1.187551E+3	2.935111E+3
3.375249E+2	1.188054E+3	2.937130E+3
3.373643E+2	1.188488E+3	2.939077E+3
3.372718E+2	1.188934E+3	2.941782E+3
3.370975E+2	1.189435E+3	2.944726E+3
3.371086E+2	1.189962E+3	2.946785E+3
3.371471E+2	1.190461E+3	2.950459E+3
3.370094E+2	1.190831E+3	2.953189E+3
3.369914E+2	1.191368E+3	2.955661E+3
3.364646E+2	1.191806E+3	2.959475E+3
3.365316E+2	1.192240E+3	2.962488E+3
3.367602E+2	1.192723E+3	2.966314E+3
3.365778E+2	1.193145E+3	2.969683E+3
3.363972E+2	1.193561E+3	2.974172E+3
3.363967E+2	1.194016E+3	2.978105E+3
3.361160E+2	1.194383E+3	2.982572E+3
3.359533E+2	1.194772E+3	2.986333E+3
3.361381E+2	1.195238E+3	2.990227E+3
3.360374E+2	1.195692E+3	2.995011E+3
3.360269E+2	1.196044E+3	2.999080E+3
3.358728E+2	1.196513E+3	3.004266E+3
3.360574E+2	1.196853E+3	3.008423E+3
3.355009E+2	1.197301E+3	3.014328E+3
3.353048E+2	1.197662E+3	3.018749E+3
3.354279E+2	1.198032E+3	3.024102E+3
3.353576E+2	1.198404E+3	3.029029E+3
3.351235E+2	1.198827E+3	3.034226E+3
3.350652E+2	1.199212E+3	3.040054E+3
3.350851E+2	1.199604E+3	3.045610E+3
3.349464E+2	1.199996E+3	3.050977E+3
3.350049E+2	1.200288E+3	3.056871E+3
3.348636E+2	1.200694E+3	3.062392E+3
3.347884E+2	1.201017E+3	3.068585E+3
3.346100E+2	1.201395E+3	3.074179E+3
3.345516E+2	1.201709E+3	3.080371E+3
3.345943E+2	1.202094E+3	3.086803E+3
3.342441E+2	1.202353E+3	3.092513E+3
3.340605E+2	1.202789E+3	3.099115E+3
3.342592E+2	1.203070E+3	3.105940E+3
3.340367E+2	1.203380E+3	3.112366E+3
3.339015E+2	1.203758E+3	3.118985E+3
3.337414E+2	1.203994E+3	3.125589E+3
3.336043E+2	1.204330E+3	3.132769E+3
3.334977E+2	1.204771E+3	3.139874E+3
3.334064E+2	1.205034E+3	3.146609E+3
3.331862E+2	1.205352E+3	3.153615E+3
3.333828E+2	1.205607E+3	3.161004E+3
3.333278E+2	1.205893E+3	3.167619E+3
3.328854E+2	1.206187E+3	3.175153E+3
3.331987E+2	1.206503E+3	3.182207E+3
3.326906E+2	1.206761E+3	3.190375E+3
3.328621E+2	1.207071E+3	3.196840E+3
3.326196E+2	1.207377E+3	3.205015E+3
3.327664E+2	1.207628E+3	3.212782E+3
3.326506E+2	1.207919E+3	3.219970E+3
3.324982E+2	1.208166E+3	3.228503E+3
3.324115E+2	1.208468E+3	3.236021E+3
3.322651E+2	1.208692E+3	3.243846E+3
3.321916E+2	1.209063E+3	3.252051E+3
3.323459E+2	1.209323E+3	3.260953E+3
3.319984E+2	1.209624E+3	3.268860E+3
3.318149E+2	1.209887E+3	3.277012E+3
3.315604E+2	1.210114E+3	3.284882E+3
3.316521E+2	1.210474E+3	3.293950E+3
3.314332E+2	1.210721E+3	3.301807E+3
3.315581E+2	1.210973E+3	3.310822E+3
3.312915E+2	1.211180E+3	3.319628E+3
3.313140E+2	1.211462E+3	3.328717E+3
3.312648E+2	1.211756E+3	3.337906E+3
3.310727E+2	1.212018E+3	3.347728E+3
3.308625E+2	1.212167E+3	3.356854E+3
3.308788E+2	1.212558E+3	3.367162E+3
3.302936E+2	1.212785E+3	3.377456E+3
3.304865E+2	1.213004E+3	3.388903E+3
3.303226E+2	1.213262E+3	3.400272E+3
3.298621E+2	1.213456E+3	3.412157E+3
3.299066E+2	1.213761E+3	3.424017E+3
3.295166E+2	1.213962E+3	3.436381E+3
3.295668E+2	1.214257E+3	3.449255E+3
3.294158E+2	1.214471E+3	3.463197E+3
3.292028E+2	1.214665E+3	3.476495E+3
3.288503E+2	1.214843E+3	3.491222E+3
3.287073E+2	1.215042E+3	3.505060E+3
3.282723E+2	1.215274E+3	3.520662E+3
3.284820E+2	1.215404E+3	3.536281E+3
3.280497E+2	1.215545E+3	3.551891E+3
3.279856E+2	1.215751E+3	3.567949E+3
3.275066E+2	1.215876E+3	3.585758E+3
3.275568E+2	1.216089E+3	3.602804E+3
3.273320E+2	1.216233E+3	3.620541E+3
3.270615E+2	1.216349E+3	3.638715E+3
